iter	Logloss
162	0.2104722
163	0.2092443928
164	0.2078221641
165	0.2066895313
166	0.2054465141
167	0.2042516895
168	0.2033168194
169	0.2024947483
170	0.2012357914
171	0.1993235603
172	0.1982767751
173	0.1970050518
174	0.1960267552
175	0.1947471219
176	0.1933511636
177	0.1920422657
178	0.1909630743
179	0.1898983367
180	0.1887900274
181	0.1878615775
182	0.1867366318
183	0.1858472813
184	0.1848099367
185	0.1839068421
186	0.1827835533
187	0.1817054391
188	0.1807027929
189	0.1796187968
190	0.1783254598
191	0.1771848382
192	0.1761790293
193	0.1751301478
194	0.17426859
195	0.1733955278
196	0.1724488963
197	0.1711555692
198	0.1702809033
199	0.169437339
200	0.1687162826
201	0.167928086
202	0.1670476946
203	0.1658224428
204	0.1648644512
205	0.1639899756
206	0.1630103038
207	0.1619536741
208	0.1609661889
209	0.1601460413
210	0.1594173276
211	0.1584282432
212	0.1577165394
213	0.1567686403
214	0.1560774198
215	0.1550199085
216	0.154188402
217	0.1533427973
218	0.1526041513
219	0.1516242439
220	0.1505301767
221	0.1496324274
222	0.1489207766
223	0.1482234393
224	0.1473745717
225	0.1465904176
226	0.1457459875
227	0.1450300531
228	0.144074205
229	0.1428623561
230	0.1421579975
231	0.1412463899
232	0.1405136826
233	0.1399328938
234	0.1390984184
235	0.1382356863
236	0.1375129478
237	0.1368787545
238	0.1361573265
239	0.1356070239
240	0.1348841838
241	0.1341869962
242	0.1335077286
243	0.1327361077
244	0.1320761654
245	0.1312644511
246	0.130572733
247	0.1299180594
248	0.1292146829
249	0.1283187704
250	0.1277761635
251	0.1271691161
252	0.1264939465
253	0.1256512582
254	0.1250273676
255	0.1244206793
256	0.1237427118
257	0.1230734304
258	0.1225437663
259	0.1220455305
260	0.1214826623
261	0.1209670867
262	0.1201867335
263	0.1195632226
264	0.1188498405
265	0.1182498221
266	0.1178265414
267	0.1173084579
268	0.1168655516
269	0.1162616755
270	0.1156890866
271	0.1150822287
272	0.1144851689
273	0.1139887991
274	0.1135352876
275	0.1130342759
276	0.1125062019
277	0.1119887265
278	0.1115038819
279	0.111000993
280	0.1103225275
281	0.10974915
282	0.1092512503
283	0.108864917
284	0.1084510486
285	0.107981111
286	0.1073730986
287	0.1066808725
288	0.1062663128
289	0.1058337178
290	0.1052772842
291	0.1047281757
292	0.1041680071
293	0.1036217427
294	0.1031596946
295	0.1027322155
296	0.1021054432
297	0.1017044628
298	0.1011741694
299	0.1007299908
300	0.1002326032
301	0.09979411716
302	0.0992876233
303	0.09885208851
304	0.09817478792
305	0.09784422293
306	0.09737261331
307	0.09701966095
308	0.09666510279
309	0.09629924799
310	0.09589000412
311	0.09554083706
312	0.09510932429
313	0.09460064742
314	0.09421278049
315	0.09385418384
316	0.09349762046
317	0.09290438308
318	0.09262671803
319	0.09220571694
320	0.09182136601
321	0.09135311524
322	0.09098032307
323	0.09063160318
324	0.09022396905
325	0.08986552473
326	0.0895106762
327	0.08905843598
328	0.08872998303
329	0.08831920055
330	0.08801939697
331	0.08773683797
332	0.0873362823
333	0.08700192069
334	0.08659932153
335	0.08627349003
336	0.08585949906
337	0.08548354418
338	0.08507178521
339	0.08473513519
340	0.08428169909
341	0.08387275609
342	0.08366490223
343	0.08328434933
344	0.08296191252
345	0.08259847767
346	0.08221780746
347	0.08191150264
348	0.08154379658
349	0.08125774996
350	0.08104623427
351	0.08066061993
352	0.08029805964
353	0.08005487079
354	0.07976715064
355	0.0794879849
356	0.07924969264
357	0.07902563919
358	0.07866075154
359	0.07829074216
360	0.07807154506
361	0.07774901505
362	0.07734345943
363	0.07710742835
364	0.0767907927
365	0.07655471916
366	0.0763135549
367	0.07590775761
368	0.07559008192
369	0.07530816075
370	0.07501563674
371	0.07471039078
372	0.07441314188
373	0.07415368659
374	0.07382382764
375	0.07361926606
376	0.07338836999
377	0.07315959531
378	0.07294377515
379	0.07262059362
380	0.07238074338
381	0.07212893048
382	0.0719135256
383	0.07164810747
384	0.07135238214
385	0.07121150297
386	0.07100233314
387	0.0706205112
388	0.07034943862
389	0.07011888298
390	0.0698587631
391	0.06966259188
392	0.06938007264
393	0.06915696744
394	0.06889157139
395	0.06867142753
396	0.0684142916
397	0.0680892668
398	0.06781258068
399	0.06754601307
400	0.06736652038
401	0.06716535579
402	0.06692708629
403	0.06671103544
404	0.0664528395
405	0.06613119841
406	0.06595109816
407	0.06577864391
408	0.06550664312
409	0.06528323435
410	0.06502579789
411	0.06485531411
412	0.06459100057
413	0.06441502964
414	0.06412729411
415	0.06389240589
416	0.06362299533
417	0.06341672411
418	0.06324075318
419	0.06309374679
420	0.06290075718
421	0.06264716881
422	0.06243990985
423	0.06227987707
424	0.06208390065
425	0.0619174557
426	0.0617762676
427	0.06157917983
428	0.06141091768
429	0.06114457053
430	0.0609937
431	0.06068649719
432	0.06054195735
433	0.06034385725
434	0.06011816019
435	0.060004011
436	0.05980085507
437	0.05958635082
438	0.05942921686
439	0.05916790122
440	0.05895705501
441	0.05878420188
442	0.05849962505
443	0.05826657387
444	0.05812822011
445	0.05794724077
446	0.05770470161
447	0.05755660547
448	0.0573802125
449	0.05722090724
450	0.05703380758
451	0.05672735714
452	0.05652005253
453	0.05641018389
454	0.05623455996
455	0.05602539033
456	0.05586969724
457	0.05573141284
458	0.05557315295
459	0.05544302023
460	0.05528112264
461	0.05505168526
462	0.05483716374
463	0.05463895127
464	0.05446635353
465	0.05431089093
466	0.05417078148
467	0.05398886058
468	0.05380316719
469	0.0536781221
470	0.05352156409
471	0.05327654837
472	0.05312148268
473	0.05296237824
474	0.05284585296
475	0.05268076496
476	0.05255511264
477	0.05235434252
478	0.05219986148
479	0.05204196962
480	0.05189002762
481	0.05168642994
482	0.05152982355
483	0.05132428987
484	0.05109339607
485	0.05088414723
486	0.05073164603
487	0.05057658827
488	0.050447484
489	0.05026279234
490	0.05015934519
491	0.05001954968
492	0.04991990016
493	0.04975076189
494	0.0495856086
495	0.049374986
496	0.04922882996
497	0.04906730516
498	0.04894637066
499	0.04876088856
500	0.0485993113
501	0.0484646872
502	0.04835963608
503	0.04820288487
504	0.04805951874
505	0.04791447696
506	0.04778996191
507	0.04766922583
508	0.04746228931
509	0.04731921923
510	0.0471681498
511	0.04697641608
512	0.04686809148
513	0.0467558578
514	0.04666693492
515	0.04654101912
516	0.04640479626
517	0.04622200247
518	0.04611827826
519	0.04598401748
520	0.04586625472
521	0.04577350579
522	0.04565266896
523	0.04546052814
524	0.04536649466
525	0.0452588671
526	0.04507977654
527	0.04496734332
528	0.04481611936
529	0.04467989267
530	0.04452003979
531	0.04440728084
532	0.0442329826
533	0.04408204677
534	0.04394541051
535	0.04382633289
536	0.04372702315
537	0.04359205833
538	0.04351620203
539	0.04341630502
540	0.04333478653
541	0.04322479018
542	0.04307808917
543	0.04291127619
544	0.04278644493
545	0.04263224791
546	0.04247336411
547	0.04237616682
548	0.04226301275
549	0.04215394607
550	0.04206239232
551	0.04195879078
552	0.04185603203
553	0.04171591923
554	0.04160666865
555	0.04149809686
556	0.04140839187
557	0.04132198783
558	0.04124075229
559	0.04113988412
560	0.04102759371
561	0.04093543593
562	0.04078228734
563	0.04069297744
564	0.04055470303
565	0.04042470289
566	0.04032231017
567	0.04024195309
568	0.04013694433
569	0.04002228626
570	0.03994170251
571	0.03984715854
572	0.03972773799
573	0.03961248533
574	0.03953480927
575	0.03945253383
576	0.03932705318
577	0.03922306614
578	0.03913769739
579	0.0390533199
580	0.03897278793
581	0.03885565461
582	0.03877954232
583	0.03870544616
584	0.03856809082
585	0.03847422231
586	0.03833648671
587	0.03826028762
588	0.03817899305
589	0.03803632205
590	0.03794858595
591	0.03785011121
592	0.03777566186
593	0.03766203489
594	0.03756486445
595	0.03744497485
596	0.03734791895
597	0.03722887168
598	0.03714167567
599	0.03706797432
600	0.03700675429
601	0.03691220239
602	0.03680796992
603	0.03672408177
604	0.03664107045
605	0.03657842966
606	0.03649826832
607	0.03639700433
608	0.03630623563
609	0.03616353053
610	0.03607707051
611	0.03595104681
612	0.03584209132
613	0.03572168198
614	0.03562406159
615	0.03556007817
616	0.03550118787
617	0.03540724441
618	0.03532055813
619	0.03523145633
620	0.03515811539
621	0.03510034619
622	0.03501727032
623	0.03492588956
624	0.03485008244
625	0.03477145416
626	0.0346422589
627	0.03459925039
628	0.03450474495
629	0.03443441438
630	0.03435462839
631	0.03425682925
632	0.03418257667
633	0.03409834951
634	0.03398129026
635	0.03389436941
636	0.03378977748
637	0.033712547
638	0.03360728784
639	0.03353342075
640	0.03342579627
641	0.03332158469
642	0.03326225088
643	0.03313228796
644	0.03306693174
645	0.03295371231
646	0.03288857547
647	0.03281969608
648	0.03272073621
649	0.03263003677
650	0.03255372071
651	0.03247347748
652	0.03239142769
653	0.03231851557
654	0.03220690526
655	0.03211942295
656	0.032060964
657	0.03195625293
658	0.03184047809
659	0.03177158602
660	0.03169718165
661	0.03163566525
662	0.03156602088
663	0.03145936081
664	0.0313523256
665	0.03126916235
666	0.03118012514
667	0.03111949749
668	0.03101390231
669	0.03095487509
670	0.0308483602
671	0.03078702766
672	0.03071982515
673	0.03063085357
674	0.03057223965
675	0.03052069836
676	0.03045715486
677	0.030389506
678	0.03033753403
679	0.03024068834
680	0.03016469706
681	0.03012414222
682	0.03007938208
683	0.03001350828
684	0.02995925136
685	0.02989142303
686	0.02981100211
687	0.02974426997
688	0.02968209769
689	0.02961662737
690	0.02956941277
691	0.02946721475
692	0.02939948585
693	0.02934735868
694	0.02928938148
695	0.02924043546
696	0.02916078398
697	0.02910333686
698	0.02904954272
699	0.02897868969
700	0.02893168567
701	0.02886805172
702	0.02880240625
703	0.0287341002
704	0.02868089899
705	0.02860538367
706	0.0285294269
707	0.02846992385
708	0.02842366689
709	0.02836397473
710	0.0282519072
711	0.02819532921
712	0.02813358388
713	0.02805994058
714	0.02802020531
715	0.02796542319
716	0.02789228064
717	0.02783566639
718	0.02777714282
719	0.02771811876
720	0.02765814704
721	0.02758197102
722	0.02750453212
723	0.02740826541
724	0.02735548136
725	0.02730236595
726	0.02722437952
727	0.02716305039
728	0.02708666001
729	0.0270386113
730	0.02700007085
731	0.02694840733
732	0.02690391554
733	0.02686656493
734	0.02680693899
735	0.02676851094
736	0.02672300334
737	0.02666332119
738	0.02659943131
739	0.02655542801
740	0.02650889074
741	0.02646338489
742	0.02641596259
743	0.02635812717
744	0.02631601864
745	0.02626674614
746	0.0262316347
747	0.02617433252
748	0.02612081212
749	0.02606923716
750	0.02600315755
751	0.02594277126
752	0.02588349969
753	0.02584427419
754	0.02580887801
755	0.02571868001
756	0.02566211532
757	0.02561253018
758	0.0255653116
759	0.0255213526
760	0.02546277409
761	0.02540549773
762	0.02534869125
763	0.02530502824
764	0.02526099304
765	0.02520668278
766	0.02514010114
767	0.02508974141
768	0.0250543352
769	0.02501593164
770	0.02497670755
771	0.02493709576
772	0.02487343809
773	0.0248204035
774	0.02478365786
775	0.02475477129
776	0.02471438785
777	0.02465525823
778	0.02462818001
779	0.02459414471
780	0.02453271669
781	0.02447901226
782	0.02439782367
783	0.02435835818
784	0.02429326652
785	0.02425429486
786	0.02419229323
787	0.0241548494
788	0.02411351753
789	0.0240596596
790	0.02401281219
791	0.02396194574
792	0.02392715007
793	0.02388731585
794	0.0238514282
795	0.02380186292
796	0.02375264796
797	0.02367399203
798	0.02361948165
799	0.02357016189
800	0.02354405971
801	0.0234979436
802	0.0234558564
803	0.02341545246
804	0.02338434686
805	0.02334785301
806	0.02330272408
807	0.02325173703
808	0.02321635906
809	0.02316785241
810	0.02311520004
811	0.02306829771
812	0.02302432077
813	0.02297651532
814	0.02294221707
815	0.0229136257
816	0.02287155452
817	0.02283204166
818	0.02279482616
819	0.02275672587
820	0.02271667617
821	0.02266111494
822	0.02259106736
823	0.0225653614
824	0.02252998609
825	0.0224922399
826	0.02245823778
827	0.02240731542
828	0.02234896433
829	0.02231776494
830	0.0222787823
831	0.02222635851
832	0.0221908705
833	0.02214845294
834	0.02206869992
835	0.02203384247
836	0.02199111515
837	0.02196368834
838	0.02190882225
839	0.02187383392
840	0.02182839789
841	0.0217984938
842	0.02177269306
843	0.02172035714
844	0.02169169225
845	0.02165228455
846	0.02161434587
847	0.02158299896
848	0.02155580514
849	0.02150887439
850	0.02148561215
851	0.02142729802
852	0.02139750264
853	0.02135860708
854	0.02132325789
855	0.02127430349
856	0.02123527471
857	0.02118660874
858	0.02115534491
859	0.02111493402
860	0.02107663451
861	0.02102816549
862	0.02099750963
863	0.0209451205
864	0.0209116389
865	0.02088510133
866	0.02085491248
867	0.02082512748
868	0.02078508552
869	0.02074090876
870	0.02071143832
871	0.02065921895
872	0.02063259269
873	0.02058719207
874	0.02054561439
875	0.0205207821
876	0.02049815377
877	0.02047321559
878	0.02043716296
879	0.02038862839
880	0.0203466504
881	0.02030610911
882	0.02026567742
883	0.02022805649
884	0.02019376657
885	0.02016004292
886	0.02013235378
887	0.02009257234
888	0.02007336054
889	0.02003310768
890	0.02000458698
891	0.01996550497
892	0.01994595926
893	0.01992107804
894	0.01988583928
895	0.01986278705
896	0.01982054423
897	0.01978823812
898	0.01974636183
899	0.01971774636
900	0.01968386249
901	0.019652124
902	0.01962404097
903	0.01958951381
904	0.01956953425
905	0.01952342046
906	0.01948375643
907	0.01945904719
908	0.01943277324
909	0.01939687858
910	0.0193767019
911	0.01933886495
912	0.01931001739
913	0.0192737121
914	0.01923978794
915	0.01921048034
916	0.01917966601
917	0.01914346115
918	0.01911224335
919	0.01907978344
920	0.01905564439
921	0.01902571544
922	0.01900157317
923	0.01897883022
924	0.0189398298
925	0.018900287
926	0.01887288779
927	0.01884416411
928	0.01880684453
929	0.01876473952
930	0.01872765342
931	0.01869268402
932	0.01866015624
933	0.01859067132
934	0.01856817537
935	0.01854186332
936	0.01851698895
937	0.01847954364
938	0.01844931175
939	0.01841425659
940	0.01839498561
941	0.01837083933
942	0.01834914701
943	0.01833088283
944	0.01831181783
945	0.01827780496
946	0.01825864371
947	0.01824042335
948	0.01819905349
949	0.01817326888
950	0.01814605218
951	0.01812321535
952	0.01809907579
953	0.01807452879
954	0.01805564736
955	0.0180250621
956	0.01800461212
957	0.01797804572
958	0.01795226569
959	0.01793627913
960	0.01790319624
961	0.01788155333
962	0.01785071325
963	0.01782178518
964	0.01779741328
965	0.01777304943
966	0.01774210854
967	0.01771329501
968	0.01769609677
969	0.0176647696
970	0.01764570087
971	0.01762033821
972	0.01759485946
973	0.01757245553
974	0.01755158766
975	0.01752568097
976	0.01749007001
977	0.01744848049
978	0.01742493415
979	0.01738947039
980	0.01736473263
981	0.01733263668
982	0.01730507868
983	0.01728105977
984	0.01726028477
985	0.01723449571
986	0.01720475626
987	0.01718095262
988	0.01716009741
989	0.01714032702
990	0.01711262922
991	0.01708087977
992	0.01704750252
993	0.01702235429
994	0.01700905812
995	0.01698869226
996	0.01696604693
997	0.01694564923
998	0.01692822708
999	0.01690742541
